,SK_ID_CURR,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NonNA_Percentage,Jenny's,Max Correlation,3rd max,4th max
DEF_60_CNT_SOCIAL_CIRCLE,0.001187252,0.031276472,-0.001861075,-0.013134678,-0.023766985,-0.024000753,-0.02450604,0.002403552,0.001924891,0.014211236,0.00453814,0.004327886,0.01329481,0.000498825,-0.014034469,-0.007477014,0.005182394,-0.028434901,-0.002216392,-0.004748882,0.017931261,0.017075923,-0.008738226,-0.007700346,-0.01706162,-0.016693349,0.007557112,0.001884437,-0.003354274,-0.030508134,-0.032340387,-0.034095901,-0.016117852,-0.01292471,-0.004750947,-0.011485702,-0.013601029,-0.022768224,-0.005736825,-0.027942935,-0.020710343,-0.002366365,-0.016439419,-0.018070613,0.000169034,-0.011551327,-0.015337405,-0.011405102,-0.003390212,-0.011034767,-0.012113989,-0.021676882,-0.005560135,-0.027447468,-0.019894842,-0.002881876,-0.016732278,-0.017000248,0.001154034,-0.010107306,-0.015994925,-0.012583551,-0.004882257,-0.011631618,-0.013267796,-0.022331636,-0.005476553,-0.02783074,-0.020663311,-0.002375686,-0.016434664,-0.01768792,0.000594272,-0.011023288,-0.018520487,0.25349935,0.86051738,0.25557006,1,0.00200136,0.002349953,0.011762055,-0.002494224,-0.004850228,0.006215715,0.000783818,-0.017801686,-0.00466751,-0.001319781,-0.002068125,-0.000705447,-0.007957209,-0.003878921,-0.004174714,-0.005927309,-0.000663006,-0.003316385,-0.003063274,0.000156666,0.000392535,-0.001460792,-0.001821956,-0.002536107,-0.001462269,-0.000290614,0.017189725,-0.010878711,No,0.86051738,0.25557006,0.25349935
DAYS_LAST_PHONE_CHANGE,-0.000857996,0.055218484,-0.005865159,-0.018585118,-0.073701112,-0.063746886,-0.076312855,-0.044013211,0.082939072,0.02303239,0.05698257,0.088575897,0.002506439,,-0.021103125,-0.041537239,-0.028950515,-0.067457163,-0.01947164,-0.027108252,0.026022252,0.025716957,-0.014901786,0.037881474,0.036388931,0.021361091,0.054182777,0.046787624,0.021388458,-0.132607185,-0.195764165,-0.075256151,-0.008563988,-0.007418427,0.002514812,0.011723023,-0.003536223,-0.009835705,-0.012187149,-0.007129821,-0.008009348,-0.000581315,-0.003748285,-0.010645409,0.000676068,-0.001706589,-0.007597907,-0.006388833,0.001752966,0.01184348,-0.001677906,-0.009012036,-0.011254948,-0.0067493,-0.007684239,-0.001110921,-0.003790082,-0.009606829,0.000329603,-0.001393472,-0.008690236,-0.007851578,0.0027993,0.011567954,-0.003212068,-0.010070411,-0.012323576,-0.007077684,-0.008142123,-0.001241241,-0.003296918,-0.010794978,0.000618501,-0.00191377,-0.008283497,-0.014785549,0.000422929,-0.015201525,0.00200136,1,-0.001495283,-0.061759829,0.000752262,-0.013620566,0.034618327,0.003050377,-0.010732343,0.003957114,-4.04E-05,0.044568513,-0.004508409,0.02217752,0.027554631,0.012595205,0.041697704,0.006234552,0.047604436,0.006852161,0.009170953,0.009826149,-0.000857981,0.002336505,-0.003495403,-0.041244182,-0.00145095,-0.112724742,-0.044144171,No,0.088575897,0.082939072,0.05698257
FLAG_DOCUMENT_2,0.00069996,0.005417144,0.001785812,-0.000999846,0.008905095,0.003397372,0.010773515,-0.003039926,-0.001191498,-0.003090473,-0.004466426,-0.000348704,0.000615575,1.17E-05,0.003047492,-0.00199273,0.000281178,-0.00072752,0.002730228,0.000557645,0.001295,-0.000407669,-0.00196405,-0.000806282,0.000774652,0.001193898,-0.001893449,-0.002370478,-0.001738633,0.00118494,0.000899184,,0.003565367,-0.001227165,0.000556374,0.001710892,-0.001308307,0.00400656,0.001618751,0.001764007,0.002435721,0.000996757,0.000701922,0.002139257,-0.001175968,0.001317909,0.003880759,-0.001843989,0.000520069,0.000810644,-0.001286181,0.004269608,0.001825394,0.001647965,0.002066919,0.001028157,0.000917657,0.00227327,-0.00116997,0.000864347,0.003496613,-0.001142035,0.00051454,0.001405387,-0.001234503,0.003956738,0.001565252,0.001454876,0.001885465,0.001029744,0.000593607,0.002040885,-0.001238707,0.001075886,0.00091662,0.001149888,0.002395089,0.000996003,0.002349953,-0.001495283,1,-0.010174319,-5.86E-05,-0.000805491,-0.002020432,-9.01E-05,-0.001935217,-0.000406627,-3.10E-05,-0.000407478,-1.66E-05,-0.000386724,-0.00035286,-0.000226284,-0.000651104,-0.00010619,-0.000588658,-0.000158663,-0.000146485,-0.000119018,,,,,,,0.000340692,No,0.010773515,0.008905095,0.005417144
FLAG_DOCUMENT_3,-0.003411269,0.044346347,0.056837275,-0.016751321,0.096365012,0.102843266,0.074899694,-0.084643584,0.109666477,-0.249081505,0.033740322,0.05030924,0.036403017,0.002821793,0.248533883,0.060341802,0.006235211,-0.00801987,0.01201462,0.066129653,0.062528089,0.067082555,-0.013991627,-0.033659338,-0.021020592,-0.011083042,0.003116866,0.056275168,0.053945457,-0.044796813,-0.030699845,-0.030695618,-0.04493245,-0.029201936,-0.004265764,-0.020713498,-0.03705552,-0.063958645,-0.011970536,-0.077061955,-0.067059933,0.003011289,-0.046730915,-0.052842703,-0.010048486,-0.029225199,-0.038848922,-0.023301709,-0.004038817,-0.019065093,-0.031302129,-0.058005287,-0.007366264,-0.073256968,-0.06383136,0.005545609,-0.041679217,-0.04701987,-0.007484879,-0.023513194,-0.043457895,-0.027973089,-0.003947076,-0.020411417,-0.036111546,-0.062276713,-0.011049752,-0.07621027,-0.0663292,0.003456669,-0.045627577,-0.051805298,-0.008892545,-0.027600937,-0.052895692,0.02617696,0.01265432,0.026222968,0.011762055,-0.061759829,-0.010174319,1,-0.014109518,-0.193849544,-0.486237632,-0.021676651,-0.465729735,-0.097858945,-0.007465836,-0.093241831,-0.001180418,-0.020274369,0.002099159,0.000592001,0.033417787,0.002536218,0.007976282,0.00942316,0.007395503,-0.025509569,-0.000760626,0.000981833,0.00817542,0.010359953,0.009576069,0.048214314,-0.026586481,No,0.248533883,0.109666477,0.102843266
FLAG_DOCUMENT_4,-0.004138585,-0.002672082,-0.003709197,0.000528645,0.000630263,0.001108963,0.001113116,0.008102301,-0.002789311,0.000437142,-0.004221066,0.000545288,-0.004151534,1.63E-05,-0.000466693,-0.004499552,0.000389932,0.003990402,0.002466813,-0.003095799,-0.00588918,-0.005587329,0.00015622,-0.001118134,-0.002085308,-0.001856297,6.14E-05,-0.002364982,-0.002338812,0.004553445,0.003036043,0.003193378,0.002825689,-0.000387754,-7.48E-06,-0.000154894,0.003593932,0.001883682,0.002323316,0.003188045,0.009838752,-0.002775387,0.004482471,0.001423015,0.02638007,0.000290654,0.001853852,-0.000156966,-4.93E-06,-0.000942861,0.003670301,0.001145818,0.000706731,0.00051424,0.008293615,-0.002686012,0.004488495,0.001748831,0.027314321,0.00051745,0.002946791,-0.000440743,1.55E-05,0.00013005,0.003648814,0.002105118,0.002093972,0.00371668,0.009305395,-0.002922613,0.00464936,0.00144692,0.026595499,0.000237224,0.000457173,-0.001588383,-0.002899864,-0.001538181,-0.002494224,0.000752262,-5.86E-05,-0.014109518,1,-0.001117036,-0.00280189,-0.000124909,-0.002683715,-0.000563901,-4.30E-05,-0.000565081,-2.30E-05,-0.000536301,-0.000489339,-0.000313806,-0.000902936,-0.000147262,-0.000816337,-0.00022003,-0.000203142,-0.000165051,-0.000725336,-0.000600385,-0.001594717,0.0050048,0.000313342,0.000296566,-0.000799744,No,0.027314321,0.026595499,0.02638007
FLAG_DOCUMENT_5,-0.001097008,-0.000315777,-0.016736706,0.001507144,-0.011756414,-0.0066553,-0.005201144,0.016032362,0.016774499,-0.020040858,-0.001243253,0.002066416,0.007117722,0.000223399,0.019777724,0.036846993,0.005357242,0.075455015,0.000733515,-0.015174727,-0.014076864,-0.015613559,0.026158313,0.009517428,0.015786628,0.013362756,-0.000133763,0.012142298,0.014196011,-0.000557793,0.004249357,-0.005598754,0.005758952,0.000384892,-0.005136115,-0.000616611,0.002017785,0.009482669,-0.001808163,0.010938478,0.012006278,-0.008680165,0.008386688,0.005447241,0.003808687,0.003137042,0.004455747,-0.000100874,-0.003890274,-0.000951824,0.000170181,0.007753569,-0.00245502,0.010568096,0.011466185,-0.008390563,0.006278926,0.003978979,0.003676473,0.001771222,0.00606504,0.000631401,-0.005107387,-0.000724839,0.002165337,0.009403797,-0.001493928,0.011195085,0.011858456,-0.008555038,0.0087183,0.005666925,0.004059633,0.002894571,0.00573675,-0.010223041,-0.004234655,-0.010127807,-0.004850228,-0.013620566,-0.000805491,-0.193849544,-0.001117036,1,-0.038494943,-0.001716119,-0.036871354,-0.007747394,-0.000591063,-0.007763608,-0.000315934,-0.007368194,-0.006722984,-0.004311357,-0.012136538,-0.002023226,-0.010621974,-0.003022974,-0.00279095,0.000645496,-0.001019536,-0.000606865,0.001904364,0.00673887,-0.004568061,-0.010234413,0.001371984,No,0.075455015,0.036846993,0.026158313
FLAG_DOCUMENT_6,0.002121288,-0.028601894,-0.157023752,-0.045877661,-0.046716689,-0.073897184,-0.050232452,0.000727865,-0.407160193,0.597484437,-0.137769202,-0.178282123,0.023364743,0.000560356,-0.597731808,-0.138345199,0.00998149,0.009835813,-0.042659699,-0.15668209,0.020929913,0.019869885,-0.06958228,-0.024062093,-0.066949395,-0.059148401,-0.058213833,-0.157457077,-0.1332285,0.190873642,-0.018706795,0.074970428,-0.0089931,0.002410981,0.006116148,0.001022474,-0.006397045,-0.004886202,0.004719433,-0.007094088,-0.010083345,-0.012705339,-0.012780147,-0.008951939,-0.002009799,-0.009543025,-0.008589574,0.002780648,0.00566725,0.00141187,-0.00692797,-0.005389648,0.004608836,-0.006494219,-0.009284407,-0.012122695,-0.012564501,-0.008273986,-0.002331642,-0.009178779,-0.009009705,0.002295887,0.005793734,0.000765147,-0.006864368,-0.005402541,0.004560334,-0.00709727,-0.010133084,-0.012527712,-0.013129879,-0.009022002,-0.002242924,-0.009662357,-0.008780159,0.003176731,0.007707035,0.003248778,0.006215715,0.034618327,-0.002020432,-0.486237632,-0.00280189,-0.038494943,1,-0.004304583,-0.092485333,-0.019432981,-0.001482577,-0.018738315,-0.000792464,-0.017513704,-0.014318454,-0.009823861,-0.02660255,-0.004372066,-0.02391515,-0.004759266,-0.005981349,-0.005687937,-0.00156677,0.003606601,0.002818963,-0.023518418,0.010201112,0.012222932,-0.028001,No,0.597484437,0.190873642,0.074970428
FLAG_DOCUMENT_7,-0.002694101,-0.001519503,-0.001497631,0.003824723,-0.004039727,-0.002272545,0.000202173,0.002436133,0.001469438,-0.00222148,0.001366425,-3.41E-05,0.002299356,2.50E-05,0.001604796,0.001902472,-0.004840523,0.013275846,0.001678448,-0.002302507,0.00133979,0.000999572,0.002103493,0.002127283,0.002144053,0.000714652,-0.001410102,0.001339903,0.001472003,0.003980922,-0.000586574,0.00046752,0.002016176,-0.002160451,0.000973586,0.000786207,0.003423696,0.001734291,-0.004131293,0.002621169,0.002586321,-0.00257265,-0.002346924,-0.001120005,-0.001547524,0.003312724,-0.00074931,-0.002273708,0.000948191,0.000379211,0.003754222,0.001540384,-0.004521999,0.001973992,0.001953088,-0.002401656,-0.00202706,-0.001296938,-0.001639799,0.002362291,-0.000511937,-0.002311954,0.000997323,0.001191443,0.003485089,0.001831479,-0.004091893,0.002528941,0.002603327,-0.002542703,-0.002250404,-0.001093397,-0.001532529,0.003362871,0.000350086,-0.001727926,-0.000700087,-0.001744974,0.000783818,0.003050377,-9.01E-05,-0.021676651,-0.000124909,-0.001716119,-0.004304583,1,-0.00412303,-0.000866329,-6.61E-05,-0.000868142,-3.53E-05,-0.000823926,-0.000751778,-0.000482105,-0.001387194,-0.000226241,-0.00125415,-0.000338035,-0.00031209,-0.00025357,-0.001036459,-0.000857912,-0.000925359,-0.003055168,-0.000351737,0.003542022,0.001947423,No,0.013275846,0.003980922,0.003824723
FLAG_DOCUMENT_8,0.001809201,-0.008040384,0.051696638,0.072450647,0.082819301,0.130583781,0.080482301,0.088523372,0.113243229,-0.121571195,0.057040695,0.024065156,-0.059592155,-0.006058865,0.122042646,0.021464215,-0.022399623,0.00477837,0.030473736,0.056652305,-0.084392662,-0.087861389,0.033338069,0.023668847,0.059898959,0.060135605,0.01811275,0.042820316,0.042758645,-0.050055734,0.050684202,-0.016327049,0.05615763,0.032291226,0.00398775,0.026258861,0.050413641,0.076387046,0.011828541,0.086936552,0.072386861,0.005199805,0.060059939,0.064802426,0.010490993,0.032694664,0.049122459,0.024825497,0.003479939,0.024453817,0.044202145,0.069891154,0.00611731,0.082668629,0.068887727,0.002081774,0.054372211,0.057322021,0.008882523,0.026885081,0.054958414,0.030988994,0.003689719,0.026286308,0.049946364,0.074942311,0.0107082,0.085963957,0.071947798,0.004616954,0.059344275,0.063851432,0.009980851,0.030976535,0.065068454,-0.023339262,-0.018843783,-0.02332586,-0.017801686,-0.010732343,-0.001935217,-0.465729735,-0.002683715,-0.036871354,-0.092485333,-0.00412303,1,-0.018613362,-0.001420047,-0.017509116,0.003904751,0.077018813,0.030227725,0.023516828,0.012783418,0.005337527,0.007756348,5.28E-05,0.003858706,-0.001548097,0.004995368,0.000931987,0.00064058,0.019247648,-0.003268599,-0.024332787,0.036625153,No,0.130583781,0.122042646,0.113243229
FLAG_DOCUMENT_9,0.001504712,-0.004352409,-0.001997233,0.018389031,0.022602179,0.03369144,0.022573646,0.038433802,0.018212799,-0.023833604,0.009898161,0.015270976,-0.002911314,0.000112776,0.023877706,0.008252068,-0.008180137,0.012923105,0.009489906,-0.006127377,-0.037313526,-0.038913849,0.016208545,0.01746422,0.02025516,0.015142965,0.005318354,-0.001373886,-0.004910768,0.014149691,0.01668822,-0.00635829,0.018879885,0.010509889,0.0033796,-0.00073225,0.015372876,0.024861373,0.003479214,0.032662511,0.027129653,-0.006113193,0.017922839,0.021805429,0.003702929,0.012988704,0.01446231,0.005640641,0.002642046,-0.001523951,0.012667354,0.020989664,0.000902598,0.030659304,0.025423834,-0.008436488,0.015086712,0.016912593,0.001771091,0.007971825,0.017763554,0.009823201,0.003294896,-0.000813891,0.014749414,0.023806347,0.002583877,0.032503248,0.02688721,-0.006346083,0.017088554,0.020840264,0.00297752,0.011799381,0.018340474,-0.007670242,-0.004219635,-0.007800018,-0.00466751,0.003957114,-0.000406627,-0.097858945,-0.000563901,-0.007747394,-0.019432981,-0.000866329,-0.018613362,1,-0.00029838,-0.003919217,-0.000159489,0.000684335,0.00142985,0.002328929,0.00848035,0.008570245,0.001895429,-0.001526055,-0.001408925,-0.00114474,-0.002482383,1.15E-05,0.000222769,0.005266138,-0.003151666,-0.010376369,0.015975265,No,0.038433802,0.03369144,0.032662511
FLAG_DOCUMENT_10,-0.000814661,-0.001413892,-0.002755523,0.000290072,-0.003100154,-0.003368835,-0.002133933,0.001991828,-0.000168062,-0.000439091,0.000291925,-0.001214034,-0.002418835,8.60E-06,0.000462534,0.002737154,0.000206326,0.004598145,0.00177675,-0.003045176,-0.000491736,-0.001654913,-0.002597108,0.004989414,0.002001441,-0.000982231,0.003688722,0.000626082,0.001319655,0.002553363,-0.002061375,-0.00395116,-0.002633032,-0.001771193,0.000209793,-0.00040991,-0.002815567,-0.003110423,-0.00067521,-0.000704913,-0.000804206,-0.00173265,-0.002281625,-0.0024133,-0.000888729,0.001679185,-0.002402523,-0.00148397,0.000252565,-0.000281177,-0.002710058,-0.002963693,-0.000412163,-0.000552444,-0.000674222,-0.001544538,-0.002103337,-0.002183162,-0.000827281,0.002017984,-0.002598607,-0.001739655,0.000205795,-0.000406717,-0.002804658,-0.003075043,-0.000643876,-0.000687731,-0.000792322,-0.001716192,-0.002258396,-0.002381311,-0.000875884,0.001761806,-0.002203007,0.001434359,-0.001534419,0.001481173,-0.001319781,-4.04E-05,-3.10E-05,-0.007465836,-4.30E-05,-0.000591063,-0.001482577,-6.61E-05,-0.001420047,-0.00029838,1,-0.000299004,-1.22E-05,-0.000283775,-0.000258926,-0.000166046,-0.000477775,-7.79E-05,-0.000431952,-0.000116426,-0.000107489,-8.73E-05,-0.000391714,-0.000324235,-0.000861218,0.000902663,0.002899575,0.002626829,0.002331113,No,0.004989414,0.004598145,0.003688722
FLAG_DOCUMENT_11,-0.002012282,-0.00422935,-0.005317703,0.002314761,0.028985642,-0.003667918,0.035124052,0.024632018,0.044715759,-0.02891488,0.014731175,0.022875039,-0.021159928,0.000113012,0.029372823,0.123499912,0.002710098,0.003230633,-0.003656177,-0.007931657,-0.010347843,-0.013151533,0.014223847,0.103987167,0.05907063,0.007408647,0.055104829,0.03423648,0.002713972,-0.014438939,-0.004368397,-0.01059941,0.018118418,0.013516509,-0.004226482,0.004234461,0.014719801,0.016416535,0.011470887,0.020741918,0.025524999,0.008889309,0.018608304,0.019958718,0.007609553,0.006454011,0.017599772,0.013161339,-0.00618215,0.004301809,0.014240866,0.015599099,0.010706896,0.02029133,0.025603269,0.008711278,0.018987077,0.020719808,0.008014393,0.005565076,0.017940861,0.013031014,-0.004212672,0.004293119,0.013501391,0.015979746,0.01104087,0.021001071,0.025611585,0.009165959,0.01852999,0.020073588,0.007749069,0.006298056,0.019213695,-0.003759001,-0.000997025,-0.003761882,-0.002068125,0.044568513,-0.000407478,-0.093241831,-0.000565081,-0.007763608,-0.018738315,-0.000868142,-0.017509116,-0.003919217,-0.000299004,1,-0.000159823,-0.003727389,-0.003400993,-0.00218101,-0.006275572,-0.001023501,-0.005673694,-0.001529249,-0.001411874,-0.001147135,-0.002918177,0.00389128,-0.000335542,-0.002025768,-0.007402148,-0.032884225,0.014562941,No,0.123499912,0.103987167,0.05907063
FLAG_DOCUMENT_12,-0.001045415,-0.000755751,0.000292943,0.002540368,0.003856747,0.000847148,0.004066672,-0.000403638,0.000236091,-0.001225452,0.001682106,-0.002192678,-0.003500426,4.60E-06,0.001195303,-0.001272618,0.000110285,-0.001594579,-0.000625365,0.000972679,-0.000262842,-0.000159898,0.003464506,-0.000316244,-0.000589792,-0.000525021,-0.000742659,-0.001395598,-0.001193052,0.00171719,0.002187612,0.001161019,0.003775651,0.00468579,0.000265659,0.003254421,0.003792849,0.004466096,0.003316371,0.001108667,0.00364201,0.004658467,0.007947905,0.005314379,0.002828462,0.010941603,0.004040808,0.004952896,0.000280585,0.003289627,0.00402254,0.004718013,0.003448337,0.00121517,0.003722673,0.004872154,0.008359876,0.005666242,0.002997226,0.011626797,0.003806382,0.004724064,0.000261635,0.003245883,0.003827382,0.00449368,0.00332428,0.001114966,0.003634841,0.004695943,0.008012156,0.005352957,0.002878852,0.011108495,0.006454035,-0.000449246,-0.000820175,-0.000435047,-0.000705447,-0.004508409,-1.66E-05,-0.001180418,-2.30E-05,-0.000315934,-0.000792464,-3.53E-05,0.003904751,-0.000159489,-1.22E-05,-0.000159823,1,-0.000151683,-0.000138401,-8.88E-05,-0.000255379,-4.17E-05,-0.000230886,-6.22E-05,-5.75E-05,-4.67E-05,0.01614201,0.012205543,-0.000460336,0.002193089,-0.000916757,-0.002053645,0.002672992,No,0.01614201,0.012205543,0.011626797
FLAG_DOCUMENT_13,0.00089634,-0.011583222,0.003944689,0.022746912,0.052428874,0.025115164,0.052357508,0.031185606,0.026332524,-0.025778407,0.015469557,0.003048392,-0.067008726,0.000107256,0.025877863,0.001769486,-0.064799678,0.006996969,-0.003435849,0.005272521,-0.032430588,-0.032760226,0.023928535,0.003407178,0.012488659,0.016092804,0.000257674,-0.000887492,-0.00094881,-0.004275036,0.02379381,0.000445784,0.020998535,0.01270489,0.001248143,0.009784893,0.013953701,0.023654694,0.007064041,0.027861831,0.020490444,0.002281855,0.022757217,0.022882495,0.003235069,0.007357706,0.018087346,0.008970828,0.001557067,0.009399522,0.011700841,0.021176466,0.004732317,0.026618272,0.019556681,0.000434082,0.019500071,0.020089835,0.000447954,0.0061863,0.020174472,0.01107197,0.001222428,0.009978146,0.013408173,0.023098322,0.006986901,0.02762055,0.020491507,0.00191758,0.021175386,0.022593734,0.001397445,0.006701413,0.022198642,-0.00290056,-0.007685825,-0.002986951,-0.007957209,0.02217752,-0.000386724,-0.020274369,-0.000536301,-0.007368194,-0.017513704,-0.000823926,0.077018813,0.000684335,-0.000283775,-0.003727389,-0.000151683,1,-0.003227775,-0.002069927,-0.005955947,-0.000971372,-0.005384723,-0.001451362,0.042520433,0.004908321,-0.001861886,0.007011715,-0.003935963,0.011011312,-0.004400571,-0.033800669,0.019085643,No,0.077018813,0.052428874,0.052357508
FLAG_DOCUMENT_14,-0.001077165,-0.009463822,-0.005459385,0.020707732,0.048828422,0.036856241,0.04874926,0.032201518,0.030733178,-0.023383478,0.011636062,0.008710228,-0.014647567,9.79E-05,0.023559013,-0.002712122,-0.072839377,0.010320871,0.001502269,-0.010417501,-0.038178934,-0.037711435,0.02161774,0.002128249,0.013183384,0.013780253,-0.004161907,-0.005579908,-0.004875607,0.009591818,0.021026388,-0.001344476,0.017895642,0.009088845,0.000827751,0.009079175,0.011981055,0.024126212,0.003276531,0.029715987,0.022270537,-0.002377485,0.018359631,0.020921753,0.00432351,0.016786214,0.015413409,0.00569423,0.000234577,0.008420485,0.010615249,0.021254015,0.001413016,0.028641716,0.021516138,-0.004141013,0.015439011,0.017499151,0.001434619,0.013609892,0.017023719,0.007949283,0.000855571,0.008783899,0.011543657,0.022324329,0.002099998,0.029383584,0.022104466,-0.0025278,0.016819273,0.01974907,0.00360052,0.016225466,0.02147772,-0.003717955,-0.004785328,-0.003642059,-0.003878921,0.027554631,-0.00035286,0.002099159,-0.000489339,-0.006722984,-0.014318454,-0.000751778,0.030227725,0.00142985,-0.000258926,-0.003400993,-0.000138401,-0.003227775,1,-0.00188867,-0.005434403,-0.000886312,-0.004913199,-0.00132427,0.030804931,0.002290971,0.001168424,0.013118747,-0.000846704,0.004658182,-0.004401686,-0.033007922,0.028151273,No,0.048828422,0.04874926,0.036856241
FLAG_DOCUMENT_15,0.002603747,-0.006535658,0.003608959,0.01079265,0.032251963,0.016124772,0.032932071,0.009446256,0.012952553,-0.01428527,0.008195025,0.000157506,-0.038800413,6.28E-05,0.014363962,0.007688693,-0.013666876,0.008000792,-0.003276029,0.003719689,-0.009284244,-0.009253418,0.009464958,-0.00201747,0.002605547,0.00373032,-0.002467512,-0.001494804,0.000293886,0.002902799,0.008417483,0.000839382,0.010088795,0.00593918,-0.001916866,0.000872786,0.009014721,0.014047973,0.007700257,0.01130904,0.009146135,0.005743361,0.014336736,0.012087022,0.005778404,0.009358181,0.009631334,0.005576799,-0.002143501,-6.90E-05,0.008605508,0.013456489,0.007147266,0.010438557,0.008957317,0.005870042,0.013810259,0.011278264,0.006270796,0.008739262,0.00974675,0.005776761,-0.002562618,0.000941372,0.009054279,0.013605488,0.007587261,0.010505348,0.008737549,0.005847789,0.013951802,0.011785434,0.005980765,0.008685512,0.01232953,-0.001002577,-0.003194896,-0.001000081,-0.004174714,0.012595205,-0.000226284,0.000592001,-0.000313806,-0.004311357,-0.009823861,-0.000482105,0.023516828,0.002328929,-0.000166046,-0.00218101,-8.88E-05,-0.002069927,-0.00188867,1,-0.003485007,-0.00056838,-0.003150767,-0.000849236,0.028298818,-0.000637038,-0.000327717,0.003279151,0.001428747,0.00240267,-0.001555543,-0.018954745,0.010143092,No,0.032932071,0.032251963,0.028298818
